Date,Submitted,Verified,Primary_t,Realtime_t
2022-03-29,2022-03-29T00:50:28Z,verified,9596,9596
2022-03-29,2022-03-29T05:54:04Z,verified,1719,1719
2022-03-29,2022-03-29T06:44:02Z,verified,7419,7419
2022-03-29,2022-03-29T10:47:47Z,verified,1932,1932
2022-03-29,2022-03-29T11:56:23Z,verified,1700,1700
2022-03-29,2022-03-29T17:13:14Z,verified,1998,1998
2022-03-29,2022-03-29T21:14:21Z,verified,9414,9414
2022-03-29,2022-03-29T21:52:11Z,verified,1981,1981
2022-03-29,2022-03-30T04:59:05Z,verified,1638,1638
2022-03-29,2022-03-30T04:59:05Z,verified,1638,1638
2022-03-29,2022-03-30T06:50:31Z,verified,7144,7144
2022-03-29,2022-03-30T08:26:49Z,verified,7984,7984
2022-03-28,2022-03-27T23:18:04Z,verified,2142,2142
2022-03-28,2022-03-28T01:34:51Z,verified,1591,1591
2022-03-28,2022-03-28T05:27:27Z,verified,6782,6782
2022-03-28,2022-03-28T17:55:45Z,verified,2479,2479
2022-03-28,2022-03-28T20:28:26Z,verified,2446,2446
2022-03-28,2022-03-29T01:14:24Z,verified,3654,3654
2022-03-28,2022-03-29T05:35:36Z,verified,2367,2367
2022-03-28,2022-03-28T17:55:45Z,verified,2479,2479
2022-03-28,2022-03-28T20:28:26Z,verified,2446,2446
2022-03-28,2022-03-29T01:14:24Z,verified,3654,3654
2022-03-28,2022-03-29T01:40:52Z,verified,7492,7492
2022-03-28,2022-03-29T05:35:36Z,verified,2367,2367
2022-03-28,2022-04-10T21:38:09Z,verified,2160,2160
2022-03-27,2022-03-27T05:01:49Z,verified,1604,1604
2022-03-27,2022-03-27T09:49:27Z,verified,2586,2586
2022-03-27,2022-03-27T10:21:40Z,verified,1586,1586
2022-03-27,2022-03-27T12:49:45Z,verified,1923,1923
2022-03-27,2022-03-27T14:04:02Z,verified,1742,1742
2022-03-27,2022-03-27T15:15:06Z,verified,2709,2709
2022-03-27,2022-03-27T18:31:17Z,verified,2091,2091
2022-03-27,2022-03-28T01:31:18Z,verified,1662,1662
2022-03-27,2022-03-28T05:02:33Z,verified,7057,7057
2022-03-26,2022-03-25T22:01:43Z,verified,1740,1740
2022-03-26,2022-03-26T09:21:30Z,verified,7843,7843
2022-03-26,2022-03-26T09:35:40Z,verified,5372,5372
2022-03-26,2022-03-26T13:42:40Z,verified,2389,2389
2022-03-26,2022-03-26T14:05:37Z,verified,6925,6925
2022-03-26,2022-03-26T07:54:06Z,verified,1611,1611
2022-03-26,2022-03-26T09:21:30Z,verified,7843,7843
2022-03-26,2022-03-26T09:35:40Z,verified,5372,5372
2022-03-26,2022-03-26T13:42:40Z,verified,2389,2389
2022-03-26,2022-03-26T14:05:37Z,verified,6925,6925
2022-03-26,2022-03-26T17:08:35Z,verified,10567,10567
2022-03-26,2022-03-26T18:50:15Z,verified,2296,2296
2022-03-26,2022-03-27T04:57:36Z,verified,7958,7958
2022-03-25,2022-03-25T01:12:24Z,verified,1828,1828
2022-03-25,2022-03-25T13:18:23Z,verified,1693,1693
2022-03-25,2022-03-25T13:18:23Z,verified,1693,1693
2022-03-25,2022-03-25T14:02:24Z,verified,1747,1747
2022-03-25,2022-03-25T19:42:15Z,verified,2455,2455
2022-03-25,2022-03-26T00:54:33Z,verified,6507,6507
2022-03-25,2022-03-26T03:10:52Z,verified,1763,1763
2022-03-25,2022-03-26T21:52:07Z,verified,1417,1417
2022-03-24,2022-03-25T04:11:54Z,verified,1926,1926
2022-03-24,2022-03-25T05:38:09Z,verified,1688,1688
2022-03-24,2022-03-25T09:50:43Z,verified,2665,2665
2022-03-23,2022-03-25T08:48:54Z,verified,1935,1935
2022-03-23,2022-03-25T14:47:23Z,verified,2317,2317
2022-03-22,2022-03-25T02:25:10Z,verified,2402,2402
2022-03-22,2022-03-25T06:10:47Z,verified,1477,1477
2022-03-22,2022-03-26T14:50:15Z,verified,1798,1798
2022-03-20,2022-03-25T06:09:10Z,verified,1644,1644
2022-03-20,2022-03-25T15:05:08Z,verified,10114,10114
2022-03-18,2022-03-25T19:21:57Z,verified,3780,3780
2022-03-18,2022-03-27T22:39:38Z,verified,1715,1715
2022-03-17,2022-03-26T17:05:58Z,verified,2079,2079
